trip_id,origin,destination,tsp,train_type,departure,arrival,duration,service_id,original_price_scraping,BasicSeat
00006,60000,71801,AVE,AVE,2025-01-02 11:27:00,2025-01-02 14:46:00,0 days 03:19:00,00006_02-01-2025-11.27,45.95,72.71
00009,60000,71801,IRYO,IRYO,2025-01-02 12:22:00,2025-01-02 15:14:00,0 days 02:52:00,00009_02-01-2025-12.22,48.96,53.83
00013,60000,71801,AVE,AVE,2025-01-02 12:27:00,2025-01-02 15:44:00,0 days 03:17:00,00013_02-01-2025-12.27,40.7,62.26
00004,60000,71801,AVE,AVE,2025-01-02 12:57:00,2025-01-02 15:34:00,0 days 02:37:00,00004_02-01-2025-12.57,47.45,54.9
00014,60000,71801,AVE INT,AVE INT,2025-01-02 13:18:00,2025-01-02 16:22:00,0 days 03:04:00,00014_02-01-2025-13.18,45.95,66.17
00004,60000,71801,AVE,AVE,2025-01-02 13:57:00,2025-01-02 16:34:00,0 days 02:37:00,00004_02-01-2025-13.57,,
00009,60000,71801,IRYO,IRYO,2025-01-02 14:02:00,2025-01-02 16:54:00,0 days 02:52:00,00009_02-01-2025-14.02,39.56,
00015,60000,71801,OUIGO,OUIGO,2025-01-02 14:12:00,2025-01-02 16:49:00,0 days 02:37:00,00015_02-01-2025-14.12,33.0,
00016,60000,71801,AVE,AVE,2025-01-02 14:27:00,2025-01-02 17:24:00,0 days 02:57:00,00016_02-01-2025-14.27,68.95,105.08
00017,60000,71801,IRYO,IRYO,2025-01-02 14:42:00,2025-01-02 17:41:00,0 days 02:59:00,00017_02-01-2025-14.42,41.04,42.9
00004,60000,71801,AVE,AVE,2025-01-02 14:57:00,2025-01-02 17:34:00,0 days 02:37:00,00004_02-01-2025-14.57,67.8,110.59
00018,60000,71801,AVLO,AVLO,2025-01-02 15:27:00,2025-01-02 18:46:00,0 days 03:19:00,00018_02-01-2025-15.27,35.0,38.74
00004,60000,71801,AVE,AVE,2025-01-02 15:57:00,2025-01-02 18:34:00,0 days 02:37:00,00004_02-01-2025-15.57,81.35,124.49
00007,60000,71801,AVE,AVE,2025-01-02 16:27:00,2025-01-02 19:19:00,0 days 02:52:00,00007_02-01-2025-16.27,57.45,53.86
00002,60000,71801,IRYO,IRYO,2025-01-02 16:37:00,2025-01-02 19:14:00,0 days 02:37:00,00002_02-01-2025-16.37,39.56,37.25
00004,60000,71801,AVE,AVE,2025-01-02 16:57:00,2025-01-02 19:34:00,0 days 02:37:00,00004_02-01-2025-16.57,122.05,160.0
00015,60000,71801,OUIGO,OUIGO,2025-01-02 17:17:00,2025-01-02 19:54:00,0 days 02:37:00,00015_02-01-2025-17.17,39.0,43.64
00009,60000,71801,IRYO,IRYO,2025-01-02 17:22:00,2025-01-02 20:14:00,0 days 02:52:00,00009_02-01-2025-17.22,54.46,72.86
00006,60000,71801,AVE,AVE,2025-01-02 17:27:00,2025-01-02 20:46:00,0 days 03:19:00,00006_02-01-2025-17.27,80.45,86.16
00004,60000,71801,AVE,AVE,2025-01-02 17:57:00,2025-01-02 20:34:00,0 days 02:37:00,00004_02-01-2025-17.57,45.95,82.31
00016,60000,71801,AVE,AVE,2025-01-02 18:27:00,2025-01-02 21:24:00,0 days 02:57:00,00016_02-01-2025-18.27,57.45,72.44
00002,60000,71801,IRYO,IRYO,2025-01-02 18:32:00,2025-01-02 21:09:00,0 days 02:37:00,00002_02-01-2025-18.32,32.58,44.96
00004,60000,71801,AVE,AVE,2025-01-02 18:57:00,2025-01-02 21:34:00,0 days 02:37:00,00004_02-01-2025-18.57,67.8,123.66
00009,60000,71801,IRYO,IRYO,2025-01-02 19:29:00,2025-01-02 22:21:00,0 days 02:52:00,00009_02-01-2025-19.29,41.04,48.17
00019,60000,71801,AVLO,AVLO,2025-01-02 19:34:00,2025-01-02 22:55:00,0 days 03:21:00,00019_02-01-2025-19.34,29.0,42.85
00004,60000,71801,AVE,AVE,2025-01-02 20:05:00,2025-01-02 22:42:00,0 days 02:37:00,00004_02-01-2025-20.05,47.45,78.42
00009,60000,71801,IRYO,IRYO,2025-01-02 20:22:00,2025-01-02 23:14:00,0 days 02:52:00,00009_02-01-2025-20.22,29.26,35.82
00020,60000,71801,AVE,AVE,2025-01-02 20:27:00,2025-01-02 23:48:00,0 days 03:21:00,00020_02-01-2025-20.27,40.2,64.75
00005,60000,71801,OUIGO,OUIGO,2025-01-02 21:02:00,2025-01-02 23:54:00,0 days 02:52:00,00005_02-01-2025-21.02,33.0,32.42
00007,60000,71801,AVE,AVE,2025-01-02 21:07:00,2025-01-02 23:59:00,0 days 02:52:00,00007_02-01-2025-21.07,45.85,87.54
00002,60000,71801,IRYO,IRYO,2025-01-03 06:22:00,2025-01-03 08:59:00,0 days 02:37:00,00002_03-01-2025-06.22,27.58,17.23
00021,60000,71801,AVLO,AVLO,2025-01-03 06:27:00,2025-01-03 09:25:00,0 days 02:58:00,00021_03-01-2025-06.27,19.0,27.13
00004,60000,71801,AVE,AVE,2025-01-03 06:57:00,2025-01-03 09:34:00,0 days 02:37:00,00004_03-01-2025-06.57,40.7,46.63
00005,60000,71801,OUIGO,OUIGO,2025-01-03 07:02:00,2025-01-03 09:54:00,0 days 02:52:00,00005_03-01-2025-07.02,29.0,59.76
00002,60000,71801,IRYO,IRYO,2025-01-03 07:22:00,2025-01-03 09:59:00,0 days 02:37:00,00002_03-01-2025-07.22,30.14,30.94
00006,60000,71801,AVE,AVE,2025-01-03 07:27:00,2025-01-03 10:46:00,0 days 03:19:00,00006_03-01-2025-07.27,57.45,70.3
00004,60000,71801,AVE,AVE,2025-01-03 07:57:00,2025-01-03 10:34:00,0 days 02:37:00,00004_03-01-2025-07.57,40.7,48.98
00002,60000,71801,IRYO,IRYO,2025-01-03 08:32:00,2025-01-03 11:09:00,0 days 02:37:00,00002_03-01-2025-08.32,32.59,22.63
00008,60000,71801,AVE,AVE,2025-01-03 08:57:00,2025-01-03 11:41:00,0 days 02:44:00,00008_03-01-2025-08.57,94.9,137.21
00009,60000,71801,IRYO,IRYO,2025-01-03 09:22:00,2025-01-03 12:14:00,0 days 02:52:00,00009_03-01-2025-09.22,44.01,47.42
00010,60000,71801,AVE,AVE,2025-01-03 09:27:00,2025-01-03 12:41:00,0 days 03:14:00,00010_03-01-2025-09.27,57.45,86.4
00009,60000,71801,IRYO,IRYO,2025-01-03 09:57:00,2025-01-03 12:49:00,0 days 02:52:00,00009_03-01-2025-09.57,57.59,65.39
00011,60000,71801,OUIGO,OUIGO,2025-01-03 10:02:00,2025-01-03 13:04:00,0 days 03:02:00,00011_03-01-2025-10.02,42.0,47.46
00012,60000,71801,AVLO,AVLO,2025-01-03 10:27:00,2025-01-03 13:19:00,0 days 02:52:00,00012_03-01-2025-10.27,49.0,68.56
00009,60000,71801,IRYO,IRYO,2025-01-03 11:22:00,2025-01-03 14:14:00,0 days 02:52:00,00009_03-01-2025-11.22,48.96,74.44
00006,60000,71801,AVE,AVE,2025-01-03 11:27:00,2025-01-03 14:46:00,0 days 03:19:00,00006_03-01-2025-11.27,91.9,133.97
00009,60000,71801,IRYO,IRYO,2025-01-03 12:22:00,2025-01-03 15:14:00,0 days 02:52:00,00009_03-01-2025-12.22,35.57,74.54
00013,60000,71801,AVE,AVE,2025-01-03 12:27:00,2025-01-03 15:44:00,0 days 03:17:00,00013_03-01-2025-12.27,40.7,74.89
00004,60000,71801,AVE,AVE,2025-01-03 12:57:00,2025-01-03 15:34:00,0 days 02:37:00,00004_03-01-2025-12.57,67.8,79.08
00014,60000,71801,AVE INT,AVE INT,2025-01-03 13:18:00,2025-01-03 16:22:00,0 days 03:04:00,00014_03-01-2025-13.18,45.95,66.17
00004,60000,71801,AVE,AVE,2025-01-03 13:57:00,2025-01-03 16:34:00,0 days 02:37:00,00004_03-01-2025-13.57,67.8,108.4
00009,60000,71801,IRYO,IRYO,2025-01-03 14:02:00,2025-01-03 16:54:00,0 days 02:52:00,00009_03-01-2025-14.02,54.46,70.11
00015,60000,71801,OUIGO,OUIGO,2025-01-03 14:12:00,2025-01-03 16:49:00,0 days 02:37:00,00015_03-01-2025-14.12,39.0,58.44
00016,60000,71801,AVE,AVE,2025-01-03 14:27:00,2025-01-03 17:24:00,0 days 02:57:00,00016_03-01-2025-14.27,80.45,104.66
00017,60000,71801,IRYO,IRYO,2025-01-03 14:42:00,2025-01-03 17:41:00,0 days 02:59:00,00017_03-01-2025-14.42,80.1,82.33
00004,60000,71801,AVE,AVE,2025-01-03 14:57:00,2025-01-03 17:34:00,0 days 02:37:00,00004_03-01-2025-14.57,81.35,128.03
00018,60000,71801,AVLO,AVLO,2025-01-03 15:27:00,2025-01-03 18:46:00,0 days 03:19:00,00018_03-01-2025-15.27,45.0,61.52
00004,60000,71801,AVE,AVE,2025-01-03 15:57:00,2025-01-03 18:34:00,0 days 02:37:00,00004_03-01-2025-15.57,81.35,111.01
00007,60000,71801,AVE,AVE,2025-01-03 16:27:00,2025-01-03 19:19:00,0 days 02:52:00,00007_03-01-2025-16.27,68.95,97.26
00002,60000,71801,IRYO,IRYO,2025-01-03 16:37:00,2025-01-03 19:14:00,0 days 02:37:00,00002_03-01-2025-16.37,54.46,59.52
00004,60000,71801,AVE,AVE,2025-01-03 16:57:00,2025-01-03 19:34:00,0 days 02:37:00,00004_03-01-2025-16.57,81.35,118.96
00015,60000,71801,OUIGO,OUIGO,2025-01-03 17:17:00,2025-01-03 19:54:00,0 days 02:37:00,00015_03-01-2025-17.17,35.0,44.56
00009,60000,71801,IRYO,IRYO,2025-01-03 17:22:00,2025-01-03 20:14:00,0 days 02:52:00,00009_03-01-2025-17.22,60.58,72.57
00018,60000,71801,AVLO,AVLO,2025-01-03 17:27:00,2025-01-03 20:46:00,0 days 03:19:00,00018_03-01-2025-17.27,45.0,62.17
00004,60000,71801,AVE,AVE,2025-01-03 17:57:00,2025-01-03 20:34:00,0 days 02:37:00,00004_03-01-2025-17.57,45.95,82.1
00016,60000,71801,AVE,AVE,2025-01-03 18:27:00,2025-01-03 21:24:00,0 days 02:57:00,00016_03-01-2025-18.27,68.95,95.51
00002,60000,71801,IRYO,IRYO,2025-01-03 18:32:00,2025-01-03 21:09:00,0 days 02:37:00,00002_03-01-2025-18.32,31.97,48.75
00004,60000,71801,AVE,AVE,2025-01-03 18:57:00,2025-01-03 21:34:00,0 days 02:37:00,00004_03-01-2025-18.57,54.25,90.67
00009,60000,71801,IRYO,IRYO,2025-01-03 19:29:00,2025-01-03 22:21:00,0 days 02:52:00,00009_03-01-2025-19.29,62.84,67.39
00019,60000,71801,AVLO,AVLO,2025-01-03 19:34:00,2025-01-03 22:55:00,0 days 03:21:00,00019_03-01-2025-19.34,29.0,50.23
00004,60000,71801,AVE,AVE,2025-01-03 20:05:00,2025-01-03 22:42:00,0 days 02:37:00,00004_03-01-2025-20.05,54.25,76.01
00009,60000,71801,IRYO,IRYO,2025-01-03 20:22:00,2025-01-03 23:14:00,0 days 02:52:00,00009_03-01-2025-20.22,29.26,23.97
00020,60000,71801,AVE,AVE,2025-01-03 20:27:00,2025-01-03 23:48:00,0 days 03:21:00,00020_03-01-2025-20.27,40.2,72.54
00005,60000,71801,OUIGO,OUIGO,2025-01-03 21:02:00,2025-01-03 23:54:00,0 days 02:52:00,00005_03-01-2025-21.02,19.0,44.17
00007,60000,71801,AVE,AVE,2025-01-03 21:07:00,2025-01-03 23:59:00,0 days 02:52:00,00007_03-01-2025-21.07,68.95,118.66
00021,60000,71801,AVLO,AVLO,2025-01-04 06:27:00,2025-01-04 09:25:00,0 days 02:58:00,00021_04-01-2025-06.27,25.0,38.93
00005,60000,71801,OUIGO,OUIGO,2025-01-04 07:02:00,2025-01-04 09:54:00,0 days 02:52:00,00005_04-01-2025-07.02,35.0,37.37
00006,60000,71801,AVE,AVE,2025-01-04 07:27:00,2025-01-04 10:46:00,0 days 03:19:00,00006_04-01-2025-07.27,45.95,76.07
00009,60000,71801,IRYO,IRYO,2025-01-04 08:07:00,2025-01-04 10:59:00,0 days 02:52:00,00009_04-01-2025-08.07,35.57,20.01
00007,60000,71801,AVE,AVE,2025-01-04 08:27:00,2025-01-04 11:19:00,0 days 02:52:00,00007_04-01-2025-08.27,45.95,46.9
00008,60000,71801,AVE,AVE,2025-01-04 08:57:00,2025-01-04 11:41:00,0 days 02:44:00,00008_04-01-2025-08.57,47.45,75.11
00009,60000,71801,IRYO,IRYO,2025-01-04 09:22:00,2025-01-04 12:14:00,0 days 02:52:00,00009_04-01-2025-09.22,35.57,44.32
00010,60000,71801,AVE,AVE,2025-01-04 09:27:00,2025-01-04 12:41:00,0 days 03:14:00,00010_04-01-2025-09.27,45.95,78.76
00009,60000,71801,IRYO,IRYO,2025-01-04 09:57:00,2025-01-04 12:49:00,0 days 02:52:00,00009_04-01-2025-09.57,41.04,28.13
00011,60000,71801,OUIGO,OUIGO,2025-01-04 10:02:00,2025-01-04 13:04:00,0 days 03:02:00,00011_04-01-2025-10.02,35.0,37.53
00012,60000,71801,AVLO,AVLO,2025-01-04 10:27:00,2025-01-04 13:19:00,0 days 02:52:00,00012_04-01-2025-10.27,39.0,64.43
00009,60000,71801,IRYO,IRYO,2025-01-04 11:22:00,2025-01-04 14:14:00,0 days 02:52:00,00009_04-01-2025-11.22,35.57,40.08
00006,60000,71801,AVE,AVE,2025-01-04 11:27:00,2025-01-04 14:46:00,0 days 03:19:00,00006_04-01-2025-11.27,40.2,53.22
00009,60000,71801,IRYO,IRYO,2025-01-04 12:22:00,2025-01-04 15:14:00,0 days 02:52:00,00009_04-01-2025-12.22,31.2,26.02
00013,60000,71801,AVE,AVE,2025-01-04 12:27:00,2025-01-04 15:44:00,0 days 03:17:00,00013_04-01-2025-12.27,45.95,68.87
00014,60000,71801,AVE INT,AVE INT,2025-01-04 13:18:00,2025-01-04 16:22:00,0 days 03:04:00,00014_04-01-2025-13.18,68.95,99.29
00015,60000,71801,OUIGO,OUIGO,2025-01-04 14:12:00,2025-01-04 16:49:00,0 days 02:37:00,00015_04-01-2025-14.12,19.0,23.67
00017,60000,71801,IRYO,IRYO,2025-01-04 14:42:00,2025-01-04 17:41:00,0 days 02:59:00,00017_04-01-2025-14.42,34.77,36.57
00018,60000,71801,AVLO,AVLO,2025-01-04 15:27:00,2025-01-04 18:46:00,0 days 03:19:00,00018_04-01-2025-15.27,25.0,33.06
00007,60000,71801,AVE,AVE,2025-01-04 16:27:00,2025-01-04 19:19:00,0 days 02:52:00,00007_04-01-2025-16.27,80.45,123.26
00002,60000,71801,IRYO,IRYO,2025-01-04 16:37:00,2025-01-04 19:14:00,0 days 02:37:00,00002_04-01-2025-16.37,30.14,53.61
00015,60000,71801,OUIGO,OUIGO,2025-01-04 17:17:00,2025-01-04 19:54:00,0 days 02:37:00,00015_04-01-2025-17.17,22.0,15.4
00018,60000,71801,AVLO,AVLO,2025-01-04 17:27:00,2025-01-04 20:46:00,0 days 03:19:00,00018_04-01-2025-17.27,19.0,14.48
00016,60000,71801,AVE,AVE,2025-01-04 18:27:00,2025-01-04 21:24:00,0 days 02:57:00,00016_04-01-2025-18.27,80.45,122.84
00009,60000,71801,IRYO,IRYO,2025-01-04 19:29:00,2025-01-04 22:21:00,0 days 02:52:00,00009_04-01-2025-19.29,33.76,35.86
00019,60000,71801,AVLO,AVLO,2025-01-04 19:34:00,2025-01-04 22:55:00,0 days 03:21:00,00019_04-01-2025-19.34,25.0,28.85
00009,60000,71801,IRYO,IRYO,2025-01-04 20:22:00,2025-01-04 23:14:00,0 days 02:52:00,00009_04-01-2025-20.22,31.97,35.14
00020,60000,71801,AVE,AVE,2025-01-04 20:27:00,2025-01-04 23:48:00,0 days 03:21:00,00020_04-01-2025-20.27,23.0,14.83
00005,60000,71801,OUIGO,OUIGO,2025-01-04 21:02:00,2025-01-04 23:54:00,0 days 02:52:00,00005_04-01-2025-21.02,22.0,22.2
00021,60000,71801,AVLO,AVLO,2025-01-05 06:27:00,2025-01-05 09:25:00,0 days 02:58:00,00021_05-01-2025-06.27,45.0,62.65
00005,60000,71801,OUIGO,OUIGO,2025-01-05 07:02:00,2025-01-05 09:54:00,0 days 02:52:00,00005_05-01-2025-07.02,39.0,53.93
00006,60000,71801,AVE,AVE,2025-01-05 07:27:00,2025-01-05 10:46:00,0 days 03:19:00,00006_05-01-2025-07.27,45.95,59.74
00009,60000,71801,IRYO,IRYO,2025-01-05 08:07:00,2025-01-05 10:59:00,0 days 02:52:00,00009_05-01-2025-08.07,48.96,54.17
00007,60000,71801,AVE,AVE,2025-01-05 08:27:00,2025-01-05 11:19:00,0 days 02:52:00,00007_05-01-2025-08.27,68.95,99.28
00009,60000,71801,IRYO,IRYO,2025-01-05 09:22:00,2025-01-05 12:14:00,0 days 02:52:00,00009_05-01-2025-09.22,44.01,45.92
00010,60000,71801,AVE,AVE,2025-01-05 09:27:00,2025-01-05 12:41:00,0 days 03:14:00,00010_05-01-2025-09.27,45.95,33.34
00009,60000,71801,IRYO,IRYO,2025-01-05 09:57:00,2025-01-05 12:49:00,0 days 02:52:00,00009_05-01-2025-09.57,62.84,59.65
00011,60000,71801,OUIGO,OUIGO,2025-01-05 10:02:00,2025-01-05 13:04:00,0 days 03:02:00,00011_05-01-2025-10.02,42.0,25.7
00012,60000,71801,AVLO,AVLO,2025-01-05 10:27:00,2025-01-05 13:19:00,0 days 02:52:00,00012_05-01-2025-10.27,39.0,48.77
00009,60000,71801,IRYO,IRYO,2025-01-05 11:22:00,2025-01-05 14:14:00,0 days 02:52:00,00009_05-01-2025-11.22,48.96,61.34
00006,60000,71801,AVE,AVE,2025-01-05 11:27:00,2025-01-05 14:46:00,0 days 03:19:00,00006_05-01-2025-11.27,114.9,160.0
00009,60000,71801,IRYO,IRYO,2025-01-05 12:22:00,2025-01-05 15:14:00,0 days 02:52:00,00009_05-01-2025-12.22,60.58,64.8
00013,60000,71801,AVE,AVE,2025-01-05 12:27:00,2025-01-05 15:44:00,0 days 03:17:00,00013_05-01-2025-12.27,45.95,66.12
00014,60000,71801,AVE INT,AVE INT,2025-01-05 13:18:00,2025-01-05 16:22:00,0 days 03:04:00,00014_05-01-2025-13.18,45.95,66.17
